text,key,en_a1,en_a2,en_a3,en_a4,en_a5,en_a6
<handle replaced>Such is the level of bigg boss this time that someone like him could make it to top 5,question_2,,0.0,,,,
"<handle replaced>Such papers have been thrown to the dustbin by the people! They couldn't survive the print edition! Big papers are wagging their tails for Chinese &amp; Radical money, who cares for such papers which caters to divisive groups?",question_2,,,,0.0,,
<handle replaced>Such propaganda may succeed once not all time...already honorable CJI  Justice Bobde and some high-rank officials of the bar association made the fact clear that how media with feminazi make an unjustified narrative about one of the judgments of the then CJI.,question_2,,,,,1.0,
<handle replaced>Such things happen only with those ...who has Sky is the Limit...👌👌,question_2,,,,,,0.0
"<handle replaced>Suchitra ji, you are intelligent and I am sure in today’s world with the kind of population that gets connected, sometimes this may happen. You take care and please don’t get worked up. I value you as a person and everything that you stand for",question_2,,,,,0.0,
"<handle replaced>Suicide bomber benefitted,   he must be dancing with 72 hoors by now.",question_2,,,,,1.0,
<handle replaced>Sums up the beauty of life,question_2,,0.0,,,,
<handle replaced>Sunny baby it's your ID,question_2,,,0.0,,,
<handle replaced>Super Madam,question_2,,,,,0.0,
<handle replaced>Super bossy and rude,question_2,,,1.0,,,
<handle replaced>Super cool designs .. most importantly functional fashion..love you,question_2,,,,,,0.0
<handle replaced>Super still,question_2,,,,,,0.0
<handle replaced>Superb,question_2,,,,,,0.0
<handle replaced>Superb look sister your are the one of my favorite heroine sister,question_2,,,,,0.0,
<handle replaced>Supreme court belongs to BJP now. Most of the judges think they too have a RS seat ahead after retirement. More least said about our judiciary better as a brothel is better than a court room where judgement are sold and bought. Politicians can do anything as they are above law.,question_2,,0.0,,,,
"<handle replaced>Sure! Could u pls share some of this Gyan with ur Gold-digger boyfriend, who leaves no opportunity to poison people's life!",question_2,,,,,1.0,1.0
"<handle replaced>Sure, this NCO is using ""bitch"" as a punctuation mark. Sure, his voice is elevated slightly. But he is really trying to teach this poor bastard. Pulls me heart strings tbh",question_2,,,,,1.0,
"<handle replaced>Surka you conveniently missed out the Delhi police order on the 13th March to not have more than 200 people at the location.Stop playing the victim card and call a spade a spade.This is about life and death of innocents,because of a few idiots whom you endorse.",question_2,,,,,,1.0
<handle replaced>Surprised 😮 how axis bank have not kicked you out from job. You must be architects of wall painted messages if it’s done by ur little daughter. Every time u are proving ur idiotness,question_2,,,,,0.0,
<handle replaced>Swara u always do chamchagiri. U people always slave of fake and chor Gandhi family. Who divide and loot india. U people don't bark against them. How your family expences going on . Where u get money for that. 😁😁,question_2,,,,1.0,,
<handle replaced>Swati Chaturvedi should calm down on these juveline rants against Modi government. India is battling a pandemic and the economy is imploding and yet all she does is publish logicless news against Modi Government. IT Minister is doing his work.Plain and simple,question_2,,,,1.0,,
"<handle replaced>Swati, you should get an award for being a great troll.",question_2,,,,0.0,,
<handle replaced>Sweeeeety,question_2,,,,0.0,,
<handle replaced>Sweet cat,question_2,,,,0.0,,
<handle replaced>Sweet poonam,question_2,,,0.0,,,
<handle replaced>Sweet...,question_2,,,,,0.0,
<handle replaced>Sweet...but I have a question about ur break up why...,question_2,,,0.0,,,
<handle replaced>Symptoms of autocracy,question_2,,,,,,0.0
<handle replaced>Systematic brainwashing Israelis that Palestinians are evil and not human. Just like british labelled aboriginal people until 1960s as fauna to evade giving them human rights. Palestine 🇵🇸 blood will be given justice. Time is with them and so is God. We #BDS. #JerusalemEmbassy,question_2,,,,,,0.0
"<handle replaced>TEE HEE 😁 😁😀 😁😁 😀😁 HEE.  How long will U keep blabbering such stuff..???  U are no more relevant...!!!.   Why purposely ignore the HINDUS, who are pivotal to THEIR existence..!!?? Beyond Ur comprehension.!?. Get Lost Lady.",question_2,,,1.0,,,
"<handle replaced>THEY ARE NOT BOTS. They are vile humans, period",question_2,,0.0,,,,
"<handle replaced>Taapseee..woowperformance..fav..scene whn u talkd 2 ur co-partnr aftr being depresed ful 2 d throttle.Idk if sch courage n suport hapens in a movie only..bt I wish it happens in real life.depression,sm strong girls express differently..like u did.Learnd smthng new.",question_2,,,,,0.0,
<handle replaced>Take care...💐💐💐,question_2,,,0.0,,,
<handle replaced>Take nexito plus one sleeping  pill,question_2,,,,,,0.0
<handle replaced>Taliban even abducted kids and ban women from working and then there is modi ji,question_2,,,,0.0,,
<handle replaced>Talibans don’t use condom,question_2,,,0.0,,,
<handle replaced>Tanisha raped ur family repo,question_2,,1.0,,,,
<handle replaced>Teach this to pissfull religion ppl,question_2,,,,,1.0,
<handle replaced>Telegraph is run by nugget brains… ofcourse they will print this and not the hate speeches by Owaisi!,question_2,,0.0,,,,
<handle replaced>Tell them all to stop their pissfull protest,question_2,,,0.0,,,
<handle replaced>Tell this to the family membrs of frontline worker who lost there lived ones to CORONA.While you were sitting in you luxury aprtment which you brought of entertainmnt money .Still you seem to proud that you didn't took vaccine.Yet u r a pblic figure.,question_2,,,,,0.0,
<handle replaced>Tell this to your sister and other cowards in Bollywood,question_2,,0.0,,,,
<handle replaced>Tell those bitches… you a catch!,question_2,,,,,0.0,
<handle replaced>Terrorists,question_2,,,,,1.0,
<handle replaced>Terrorists are referred as Activists in our country by many pseudo secularists.,question_2,,,,,,1.0
<handle replaced>Th##uuu on ur face....its our choice,question_2,,,,0.0,,
<handle replaced>Than why did your parents name you as farah instead a Hindu name would have been much better !! Bs by urban and educated Muslims is that they r born Atheists but they will name their kids Muslim names . The biggest hypocrisy ever !,question_2,,,,,1.0,
"<handle replaced>Than why ur forced to Indian women to not wear bindi , and showing mangalsutra on half naked women ? U wrote about purda , why not about Burkha , halala , nikah ,3 talak ?? You r not brand ambassador off Indian women ok so don't give ur hell shit gyaan ???",question_2,,,0.0,,,
"<handle replaced>Thank God u finally accepted u are in that ""bad press""",question_2,,,,,,1.0
<handle replaced>Thank You Madam. 🙏🙏🙏,question_2,,,,,0.0,
<handle replaced>Thank god both the cheaters are together. They won't destroy anyone's life except each other. Rot in hell..,question_2,,,0.0,,,
<handle replaced>Thank u Greta for doing whatever u could reminding the politicians that drains need to be cleaned while we continue littering.But d real heroes r like Afroz Shah &amp; his volunteers who clean up Mumbai beaches wk after wk despite apathy &amp; abuse  ,question_2,,,0.0,,,
<handle replaced>Thank u mam,question_2,,0.0,,,,
<handle replaced>Thank you,question_2,,,,,,0.0
<handle replaced>Thank you for speaking up. We need the Opposition leaders to rise up and stop the killings.,question_2,,,,0.0,,
<handle replaced>Thank you my angel I love you ❤🌸🤗,question_2,,,1.0,,,
<handle replaced>Thank you so much for posting 😘😘,question_2,,,0.0,,,
<handle replaced>Thank you so much we all have to support #SushanthSinghRajput.  All Criminals and murdered good luck this time 😉 #BollywoodMAFIA,question_2,,,,,0.0,
<handle replaced>Thank you 😊,question_2,,0.0,,,,
<handle replaced>Thank you 🙏,question_2,,0.0,,,,
<handle replaced>Thank you 🙏  <handle replaced>fyi and congrats on 1000.,question_2,,,,0.0,,
<handle replaced>Thank you! There's a strange reference at the bottom of the article to the former white house director of the pool of stenographers. Any idea why? A joke perhaps contrasting the mainstream media presstitutes and the Josef Mengele Biden docs to the real position of stenographers?,question_2,,0.0,,,,
<handle replaced>Thank you🙏! Some celebrities need to have such positive mindset. I’m sure it will reach them… Tired of seeing their negative comments on #TejRan… As celebrities their perspectives are taken seriously like u said but they fail to understand that. #TejasswiPrakash #KaranKundrra,question_2,,0.0,,,,
"<handle replaced>ThankU for discovering actors who've delivered great performances as Kanha-Gopal in serial #RadhaKrishn,as KrishnaGovind in #Mahabharat &amp;as Shiva in देवों के देव,महादेव। They even reflect the aura that one associates with these three beloved deities of Sanatan Dharma!",question_2,,,,,0.0,
<handle replaced>Thanks BABY 😍😍😍😍🤘🏻🤘🏻🤘🏻🔥🔥🔥 #Darbar #DarbarThiruvizha  #DarbarPongal,question_2,,,,0.0,,
"<handle replaced>Thanks Hon'ble Didiji 🙏🌹 We All are praying for Healthy and Speedy Recovery Of Hon'ble Shri Dr Man Mohan Singh Ji, Former PM of India 🌹🙏❤",question_2,,0.0,,,,
<handle replaced>Thanks but I'd be happy if you take this off the public sphere :),question_2,,,,,,0.0
<handle replaced>Thanks for the tip Deepa! I will for sure. Hope you are well!,question_2,,,,0.0,,
<handle replaced>Thanks maam,question_2,,0.0,,,,
"<handle replaced>Thanks to CAA protests, Islamists are in focus now",question_2,,,,0.0,,
<handle replaced>Thanks to Modi hate by this fake liberal/ so called journalists/ intellectuals/academics that they exposing their dumbness &amp; stupidity day in day out.,question_2,,,,,0.0,
<handle replaced>Thanks! ✌️ See you at the movies. 🙂,question_2,,,0.0,,,
<handle replaced>That bitch needs to be put in jail,question_2,,,1.0,,,
<handle replaced>That bitch on the right in yellow into bondage??,question_2,,0.0,,,,
"<handle replaced>That black சட்டி, what is it called?!... I have seen that in 80s in my அத்தை வீடு at Pollachi... Some name இருக்கு இல்லை?!...",question_2,,,,,0.0,
<handle replaced>That day Aditi will be No.1 Comediane. Getting equal pay as her male filthy counterparts.,question_2,,,,,0.0,
<handle replaced>That gif proves me right your a lefty bitch,question_2,,,1.0,,,
"<handle replaced>That how I feel when I hear we deported another muslim from the USA!  Or bombed their country.  Especially when one died.  You know, since that’s how y’all feel we can do tit for tat.",question_2,,0.0,,,,
<handle replaced>That image reminds me of Tumbbad mobie. Hastar,question_2,,,,,0.0,
<handle replaced>That is French Beuh. It does flower,question_2,,,,,0.0,
"<handle replaced>That is provocative enough for the woke mental health practitioner who love to disregard history and context who will be ready to hound you with tags like ""cynic"" who can not even let people make happy video 😉",question_2,,,,,1.0,
<handle replaced>That lady seems related to Sambit. Modi ji humare desh ke pappa hai. 🤣,question_2,,0.0,,,,
<handle replaced>That lady should be behind the bars soon.. Such disgusting she's..,question_2,,0.0,,,,
"<handle replaced>That means he will face Senate enquiry and then voting. Lengthy process. If Republicans aren't convinced (which is unlikely), he won't be removed as democrats won't have the nunber. Then he will fight the 2020 general election.",question_2,,,,,0.0,0.0
<handle replaced>That not true...God did not give him brain!!,question_2,,0.0,,,,
<handle replaced>That photo looks as fake as a pornhub ad saying there's a hot local crack whore mom only a mile away looking to fuck,question_2,,,1.0,,,
<handle replaced>That pussy is so wild🙂,question_2,,,1.0,,,
